"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","cannot login with unknown username","Mobile Safari","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","4445","Tailers pill reads ""<n> tailers | $<reward>"" when an entry has tailers","Mobile Safari","2026-07-17","skipped","2026-07-17","My Entries card redesign — read-only","","",""
"","2327","Just Opened section shows recent pulls, or is absent when there are none","Mobile Safari","2026-07-17","passed","2026-07-17","Packs lobby (DFS-2114)","","",""
"","5215","login page is accessible via direct URL navigation","Mobile Safari","2026-07-17","passed","2026-07-17","Login - Page Rendering","","",""
"","4142","Verify navigation between Active and History tabs","Mobile Chrome","2026-07-17","passed","2026-07-17","User entries","","",""
"","3181","an unknown pack id shows the not-found message","Mobile Safari","2026-07-17","passed","2026-07-17","Pack detail (DFS-2114)","","",""
"","35302","Following tab shows the empty state (single user, no follows)","Mobile Safari","2026-07-17","passed","2026-07-17","Tail Feed","","",""
"","2309","login page is accessible via direct URL navigation","Mobile Chrome","2026-07-17","passed","2026-07-17","Login - Page Rendering","","",""
"","3683","the quantity stepper is correctly bounded","Mobile Safari","2026-07-17","passed","2026-07-17","Pack detail (DFS-2114)","","",""
"","5195","Indicator stays under ""Entries"" when toggling Active and History","Mobile Chrome","2026-07-17","passed","2026-07-17","Bottom nav — Entries active indicator (DFS-1816)","","",""
"","300468","Freshly placed entry is cancellable with a live countdown, and confirming Cancel Entry moves it to History as Cancelled","Mobile Safari","2026-07-17","broken","2026-07-17","My Entries card redesign — cancel flow","","",""
"","6","cannot login with both fields empty","Mobile Chrome","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","8","cannot login with empty password","Mobile Safari","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","72409","user is redirected to home after successful login","Mobile Chrome","2026-07-17","passed","2026-07-17","Login - Valid Credentials","","",""
"","33327","For You tab renders (empty hero in single-user envs, cards otherwise)","Mobile Chrome","2026-07-17","passed","2026-07-17","Tail Feed","","",""
"","3724","unauthenticated user sees Join Now button on home","Mobile Safari","2026-07-17","passed","2026-07-17","Login - Navigation","","",""
"","5049","Verify history entry card details match API data","Mobile Chrome","2026-07-17","passed","2026-07-17","User entries","","",""
"","6778","History entry surfaces a Won / Lost / Cancelled result pill","Mobile Safari","2026-07-17","passed","2026-07-17","My Entries card redesign — read-only","","",""
"","0","An available offer exposes an enabled CTA","Mobile Chrome","2026-07-17","skipped","2026-07-17","Partner Rewards (DFS-1602 / DFS-1604)","","",""
"","4316","Verify active tab entry cards are visible","Mobile Chrome","2026-07-17","passed","2026-07-17","User entries","","",""
"","5548","logout flow works for logged-in user","Mobile Safari","2026-07-17","passed","2026-07-17","Login - Logout Flow","","",""
"","4","error message clears on retry with valid credentials","Mobile Safari","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","9224","slip persists through Entries tab round-trip","Mobile Safari","2026-07-17","passed","2026-07-17","Slip persistence","","",""
"","12577","slip persists through hard page reload","Mobile Safari","2026-07-17","passed","2026-07-17","Slip persistence","","",""
"","8432","staff user sees the Packs entry and can open the lobby","Mobile Safari","2026-07-17","passed","2026-07-17","Packs access (DFS-2146)","","",""
"","6848","Verify active tab entry cards are visible","Mobile Safari","2026-07-17","passed","2026-07-17","User entries","","",""
"","5943","History cards never render the pick-badge preview","Mobile Safari","2026-07-17","passed","2026-07-17","My Entries card redesign — read-only","","",""
"","34360","Following tab shows the empty state (single user, no follows)","Mobile Chrome","2026-07-17","passed","2026-07-17","Tail Feed","","",""
